schema,table,column,data_type
public,KONV,mandt,text
public,KONV,knumv,text
public,KONV,kposn,text
public,KONV,stunr,text
public,KONV,zaehk,text
public,KONV,kappl,text
public,KONV,kschl,text
public,KONV,kdatu,text
public,KONV,krech,text
public,KONV,kawrt,text
public,KONV,kbetr,text
public,KONV,waers,text
public,KONV,kkurs,text
public,KONV,kpein,text
public,KONV,kmein,text
public,KONV,kumza,text
public,KONV,kumne,text
public,KONV,kntyp,text
public,KONV,kstat,text
public,KONV,knprs,text
public,KONV,kruek,text
public,KONV,kreli,text
public,KONV,kherk,text
public,KONV,kgrpe,text
public,KONV,koupd,text
public,KONV,kolnr,text
public,KONV,knumh,text
public,KONV,kopos,text
public,KONV,kvsl1,text
public,KONV,sakn1,text
public,KONV,mwsk1,text
public,KONV,kvsl2,text
public,KONV,sakn2,text
public,KONV,mwsk2,text
public,KONV,lifnr,text
public,KONV,kunnr,text
public,KONV,kdiff,text
public,KONV,kwert,text
public,KONV,ksteu,text
public,KONV,kinak,text
public,KONV,koaid,text
public,KONV,zaeko,text
public,KONV,kmxaw,text
public,KONV,kmxwr,text
public,KONV,kfaktor,text
public,KONV,kdupl,text
public,KONV,kfaktor1,text
public,KONV,kzbzg,text
public,KONV,kstbs,text
public,KONV,konms,text
public,KONV,konws,text
public,KONV,kawrt_k,text
public,KONV,kwaeh,text
public,KONV,kwert_k,text
public,KONV,kfkiv,text
public,KONV,kvarc,text
public,KONV,kmprs,text
public,KONV,prsqu,text
public,KONV,varcond,text
public,KONV,stufe,text
public,KONV,wegxx,text
public,KONV,ktrel,text
public,KONV,mdflg,text
public,KONV,txjlv,text
public,KONV,kbflag,text
public,KONV,kolnr3,text
public,KONV,cpf_guid,text
public,KONV,kaqty,text
public,LFA1,mandt,text
public,LFA1,lifnr,text
public,LFA1,land1,text
public,LFA1,name1,text
public,LFA1,name2,text
public,LFA1,name3,text
public,LFA1,name4,text
public,LFA1,ort01,text
public,LFA1,ort02,text
public,LFA1,pfach,text
public,LFA1,pstl2,text
public,LFA1,pstlz,text
public,LFA1,regio,text
public,LFA1,sortl,text
public,LFA1,stras,text
public,LFA1,adrnr,text
public,LFA1,mcod1,text
public,LFA1,mcod2,text
public,LFA1,mcod3,text
public,LFA1,anred,text
public,LFA1,bahns,text
public,LFA1,bbbnr,text
public,LFA1,bbsnr,text
public,LFA1,begru,text
public,LFA1,brsch,text
public,LFA1,bubkz,text
public,LFA1,datlt,text
public,LFA1,dtams,text
public,LFA1,dtaws,text
public,LFA1,erdat,text
public,LFA1,ernam,text
public,LFA1,esrnr,text
public,LFA1,konzs,text
public,LFA1,ktokk,text
public,LFA1,kunnr,text
public,LFA1,lnrza,text
public,LFA1,loevm,text
public,LFA1,sperr,text
public,LFA1,sperm,text
public,LFA1,spras,text
public,LFA1,stcd1,text
public,LFA1,stcd2,text
public,LFA1,stkza,text
public,LFA1,stkzu,text
public,LFA1,telbx,text
public,LFA1,telf1,text
public,LFA1,telf2,text
public,LFA1,telfx,text
public,LFA1,teltx,text
public,LFA1,telx1,text
public,LFA1,xcpdk,text
public,LFA1,xzemp,text
public,LFA1,vbund,text
public,LFA1,fiskn,text
public,LFA1,stceg,text
public,LFA1,stkzn,text
public,LFA1,sperq,text
public,LFA1,gbort,text
public,LFA1,gbdat,text
public,LFA1,sexkz,text
public,LFA1,kraus,text
public,LFA1,revdb,text
public,LFA1,qssys,text
public,LFA1,ktock,text
public,LFA1,pfort,text
public,LFA1,werks,text
public,LFA1,ltsna,text
public,LFA1,werkr,text
public,LFA1,plkal,text
public,LFA1,duefl,text
public,LFA1,txjcd,text
public,LFA1,sperz,text
public,LFA1,scacd,text
public,LFA1,sfrgr,text
public,LFA1,lzone,text
public,LFA1,xlfza,text
public,LFA1,dlgrp,text
public,LFA1,fityp,text
public,LFA1,stcdt,text
public,LFA1,regss,text
public,LFA1,actss,text
public,LFA1,stcd3,text
public,LFA1,stcd4,text
public,LFA1,stcd5,text
public,LFA1,ipisp,text
public,LFA1,taxbs,text
public,LFA1,profs,text
public,LFA1,stgdl,text
public,LFA1,emnfr,text
public,LFA1,lfurl,text
public,LFA1,j_1kfrepre,text
public,LFA1,j_1kftbus,text
public,LFA1,j_1kftind,text
public,LFA1,confs,text
public,LFA1,updat,text
public,LFA1,uptim,text
public,LFA1,nodel,text
public,LFA1,qssysdat,text
public,LFA1,podkzb,text
public,LFA1,fisku,text
public,LFA1,stenr,text
public,LFA1,carrier_conf,text
public,LFA1,min_comp,text
public,LFA1,term_li,text
public,LFA1,crc_num,text
public,LFA1,cvp_xblck,text
public,LFA1,rg,text
public,LFA1,exp,text
public,LFA1,uf,text
public,LFA1,rgdate,text
public,LFA1,ric,text
public,LFA1,rne,text
public,LFA1,rnedate,text
public,LFA1,cnae,text
public,LFA1,legalnat,text
public,LFA1,crtn,text
public,LFA1,icmstaxpay,text
public,LFA1,indtyp,text
public,LFA1,tdt,text
public,LFA1,comsize,text
public,LFA1,decregpc,text
public,LFA1,j_sc_capital,text
public,LFA1,j_sc_currency,text
public,LFA1,alc,text
public,LFA1,pmt_office,text
public,LFA1,ppa_relevant,text
public,LFA1,psofg,text
public,LFA1,psois,text
public,LFA1,pson1,text
public,LFA1,pson2,text
public,LFA1,pson3,text
public,LFA1,psovn,text
public,LFA1,psotl,text
public,LFA1,psohs,text
public,LFA1,psost,text
public,LFA1,transport_chain,text
public,LFA1,staging_time,text
public,LFA1,scheduling_type,text
public,LFA1,submi_relevant,text
public,LFB1,mandt,text
public,LFB1,lifnr,text
public,LFB1,bukrs,text
public,LFB1,pernr,text
public,LFB1,erdat,text
public,LFB1,ernam,text
public,LFB1,sperr,text
public,LFB1,loevm,text
public,LFB1,zuawa,text
public,LFB1,akont,text
public,LFB1,begru,text
public,LFB1,vzskz,text
public,LFB1,zwels,text
public,LFB1,xverr,text
public,LFB1,zahls,text
public,LFB1,zterm,text
public,LFB1,eikto,text
public,LFB1,zsabe,text
public,LFB1,kverm,text
public,LFB1,fdgrv,text
public,LFB1,busab,text
public,LFB1,lnrze,text
public,LFB1,lnrzb,text
public,LFB1,zindt,text
public,LFB1,zinrt,text
public,LFB1,datlz,text
public,LFB1,xdezv,text
public,LFB1,webtr,text
public,LFB1,kultg,text
public,LFB1,reprf,text
public,LFB1,togru,text
public,LFB1,hbkid,text
public,LFB1,xpore,text
public,LFB1,qsznr,text
public,LFB1,qszdt,text
public,LFB1,qsskz,text
public,LFB1,blnkz,text
public,LFB1,mindk,text
public,LFB1,altkn,text
public,LFB1,zgrup,text
public,LFB1,mgrup,text
public,LFB1,uzawe,text
public,LFB1,qsrec,text
public,LFB1,qsbgr,text
public,LFB1,qland,text
public,LFB1,xedip,text
public,LFB1,frgrp,text
public,LFB1,togrr,text
public,LFB1,tlfxs,text
public,LFB1,intad,text
public,LFB1,xlfzb,text
public,LFB1,guzte,text
public,LFB1,gricd,text
public,LFB1,gridt,text
public,LFB1,xausz,text
public,LFB1,cerdt,text
public,LFB1,confs,text
public,LFB1,updat,text
public,LFB1,uptim,text
public,LFB1,nodel,text
public,LFB1,tlfns,text
public,LFB1,avsnd,text
public,LFB1,ad_hash,text
public,LFB1,cvp_xblck_b,text
public,LFB1,ciiucode,text
public,LFB1,zbokd,text
public,LFB1,zqsskz,text
public,LFB1,zqszdt,text
public,LFB1,zqsznr,text
public,LFB1,zmindat,text
public,LFB1,j_sc_subcontype,text
public,LFB1,j_sc_compdate,text
public,LFB1,j_sc_offsm,text
public,LFB1,j_sc_offsr,text
public,LFB1,basis_pnt,text
public,LFB1,gmvkzk,text
public,LFB1,prepay_relevant,text
public,LFB1,assign_test,text
public,LFM1,mandt,text
public,LFM1,lifnr,text
public,LFM1,ekorg,text
public,LFM1,erdat,text
public,LFM1,ernam,text
public,LFM1,sperm,text
public,LFM1,loevm,text
public,LFM1,lfabc,text
public,LFM1,waers,text
public,LFM1,verkf,text
public,LFM1,telf1,text
public,LFM1,minbw,text
public,LFM1,zterm,text
public,LFM1,inco1,text
public,LFM1,inco2,text
public,LFM1,webre,text
public,LFM1,kzabs,text
public,LFM1,kalsk,text
public,LFM1,kzaut,text
public,LFM1,expvz,text
public,LFM1,zolla,text
public,LFM1,meprf,text
public,LFM1,ekgrp,text
public,LFM1,xersy,text
public,LFM1,plifz,text
public,LFM1,mrppp,text
public,LFM1,lfrhy,text
public,LFM1,libes,text
public,LFM1,lipre,text
public,LFM1,liser,text
public,LFM1,incov,text
public,LFM1,inco2_l,text
public,LFM1,inco3_l,text
public,LFM1,prfre,text
public,LFM1,nrgew,text
public,LFM1,boind,text
public,LFM1,blind,text
public,LFM1,kzret,text
public,LFM1,skrit,text
public,LFM1,bstae,text
public,LFM1,rdprf,text
public,LFM1,megru,text
public,LFM1,vensl,text
public,LFM1,bopnr,text
public,LFM1,xersr,text
public,LFM1,eikto,text
public,LFM1,abueb,text
public,LFM1,paprf,text
public,LFM1,agrel,text
public,LFM1,xnbwy,text
public,LFM1,vsbed,text
public,LFM1,lebre,text
public,LFM1,bolre,text
public,LFM1,umsae,text
public,LFM1,vendor_rma_req,text
public,LFM1,fsh_sc_cid,text
public,LFM1,fsh_vas_detc,text
public,LFM1,activity_profil,text
public,LFM1,transport_chain,text
public,LFM1,staging_time,text
public,LIKP,mandt,text
public,LIKP,vbeln,text
public,LIKP,ernam,text
public,LIKP,erzet,text
public,LIKP,erdat,text
public,LIKP,bzirk,text
public,LIKP,vstel,text
public,LIKP,vkorg,text
public,LIKP,lfart,text
public,LIKP,autlf,text
public,LIKP,kzazu,text
public,LIKP,wadat,text
public,LIKP,lddat,text
public,LIKP,tddat,text
public,LIKP,lfdat,text
public,LIKP,kodat,text
public,LIKP,ablad,text
public,LIKP,inco1,text
public,LIKP,inco2,text
public,LIKP,expkz,text
public,LIKP,route,text
public,LIKP,faksk,text
public,LIKP,lifsk,text
public,LIKP,vbtyp,text
public,LIKP,knfak,text
public,LIKP,tpqua,text
public,LIKP,tpgrp,text
public,LIKP,lprio,text
public,LIKP,vsbed,text
public,LIKP,kunnr,text
public,LIKP,kunag,text
public,LIKP,kdgrp,text
public,LIKP,stzkl,text
public,LIKP,stzzu,text
public,LIKP,btgew,text
public,LIKP,ntgew,text
public,LIKP,gewei,text
public,LIKP,volum,text
public,LIKP,voleh,text
public,LIKP,anzpk,text
public,LIKP,berot,text
public,LIKP,lfuhr,text
public,LIKP,grulg,text
public,LIKP,lstel,text
public,LIKP,tragr,text
public,LIKP,fkarv,text
public,LIKP,fkdat,text
public,LIKP,perfk,text
public,LIKP,routa,text
public,LIKP,stafo,text
public,LIKP,kalsm,text
public,LIKP,knumv,text
public,LIKP,waerk,text
public,LIKP,vkbur,text
public,LIKP,vbeak,text
public,LIKP,zukrl,text
public,LIKP,verur,text
public,LIKP,commn,text
public,LIKP,stwae,text
public,LIKP,stcur,text
public,LIKP,exnum,text
public,LIKP,aenam,text
public,LIKP,aedat,text
public,LIKP,lgnum,text
public,LIKP,lispl,text
public,LIKP,vkoiv,text
public,LIKP,vtwiv,text
public,LIKP,spaiv,text
public,LIKP,fkaiv,text
public,LIKP,pioiv,text
public,LIKP,fkdiv,text
public,LIKP,kuniv,text
public,LIKP,kkber,text
public,LIKP,knkli,text
public,LIKP,grupp,text
public,LIKP,sbgrp,text
public,LIKP,ctlpc,text
public,LIKP,cmwae,text
public,LIKP,amtbl,text
public,LIKP,bolnr,text
public,LIKP,lifnr,text
public,LIKP,traty,text
public,LIKP,traid,text
public,LIKP,cmfre,text
public,LIKP,cmngv,text
public,LIKP,xabln,text
public,LIKP,bldat,text
public,LIKP,wadat_ist,text
public,LIKP,trspg,text
public,LIKP,tpsid,text
public,LIKP,lifex,text
public,LIKP,ternr,text
public,LIKP,kalsm_ch,text
public,LIKP,klief,text
public,LIKP,kalsp,text
public,LIKP,knump,text
public,LIKP,netwr,text
public,LIKP,aulwe,text
public,LIKP,werks,text
public,LIKP,lcnum,text
public,LIKP,abssc,text
public,LIKP,kouhr,text
public,LIKP,tduhr,text
public,LIKP,lduhr,text
public,LIKP,wauhr,text
public,LIKP,lgtor,text
public,LIKP,lgbzo,text
public,LIKP,akwae,text
public,LIKP,akkur,text
public,LIKP,akprz,text
public,LIKP,proli,text
public,LIKP,xblnr,text
public,LIKP,handle,text
public,LIKP,tsegfl,text
public,LIKP,tsegtp,text
public,LIKP,tzonis,text
public,LIKP,tzonrc,text
public,LIKP,cont_dg,text
public,LIKP,verursys,text
public,LIKP,kzwab,text
public,LIKP,vlstk,text
public,LIKP,tcode,text
public,LIKP,vsart,text
public,LIKP,trmtyp,text
public,LIKP,sdabw,text
public,LIKP,vbund,text
public,LIKP,xwoff,text
public,LIKP,dirta,text
public,LIKP,prvbe,text
public,LIKP,folar,text
public,LIKP,podat,text
public,LIKP,potim,text
public,LIKP,vganz,text
public,LIKP,imwrk,text
public,LIKP,spe_loekz,text
public,LIKP,spe_loc_seq,text
public,LIKP,spe_acc_app_sts,text
public,LIKP,spe_shp_inf_sts,text
public,LIKP,spe_ret_canc,text
public,LIKP,spe_wauhr_ist,text
public,LIKP,spe_wazone_ist,text
public,LIKP,spe_rev_vlstk,text
public,LIKP,spe_le_scenario,text
public,LIKP,spe_orig_sys,text
public,LIKP,spe_chng_sys,text
public,LIKP,spe_georoute,text
public,LIKP,spe_georouteind,text
public,LIKP,spe_carrier_ind,text
public,LIKP,spe_gts_rel,text
public,LIKP,spe_gts_rt_cde,text
public,LIKP,spe_rel_tmstmp,text
public,LIKP,spe_unit_system,text
public,LIKP,spe_inv_bfr_gi,text
public,LIKP,spe_qi_status,text
public,LIKP,spe_red_ind,text
public,LIKP,sakes,text
public,LIKP,spe_lifex_type,text
public,LIKP,spe_ttype,text
public,LIKP,spe_pro_number,text
public,LIKP,loc_guid,text
public,LIKP,spe_billing_ind,text
public,LIKP,printer_profile,text
public,LIKP,msr_active,text
public,LIKP,prtnr,text
public,LIKP,stge_loc_change,text
public,LIKP,tm_ctrl_key,text
public,LIKP,dlv_split_initia,text
public,LIKP,dlv_version,text
public,LIKP,handoverloc,text
public,LIKP,handoverdate,text
public,LIKP,handovertime,text
public,LIKP,handovertzone,text
public,LIKP,incov,text
public,LIKP,inco2_l,text
public,LIKP,inco3_l,text
public,LIKP,/BEV1/LULEINH,text
public,LIKP,/BEV1/RPFAESS,text
public,LIKP,/BEV1/RPKIST,text
public,LIKP,/BEV1/RPCONT,text
public,LIKP,/BEV1/RPSONST,text
public,LIKP,/BEV1/RPFLGNR,text
public,LIKP,borgr_grp,text
public,LIKP,fsh_transaction,text
public,LIKP,fsh_vas_last_item,text
public,LIKP,fsh_vas_cg,text
public,LIPS,mandt,text
public,LIPS,vbeln,text
public,LIPS,posnr,text
public,LIPS,pstyv,text
public,LIPS,ernam,text
public,LIPS,erzet,text
public,LIPS,erdat,text
public,LIPS,matnr,text
public,LIPS,matwa,text
public,LIPS,matkl,text
public,LIPS,werks,text
public,LIPS,lgort,text
public,LIPS,charg,text
public,LIPS,lichn,text
public,LIPS,kdmat,text
public,LIPS,prodh,text
public,LIPS,lfimg,text
public,LIPS,meins,text
public,LIPS,vrkme,text
public,LIPS,umvkz,text
public,LIPS,umvkn,text
public,LIPS,ntgew,text
public,LIPS,brgew,text
public,LIPS,gewei,text
public,LIPS,volum,text
public,LIPS,voleh,text
public,LIPS,kztlf,text
public,LIPS,uebtk,text
public,LIPS,uebto,text
public,LIPS,untto,text
public,LIPS,chspl,text
public,LIPS,faksp,text
public,LIPS,mbdat,text
public,LIPS,lgmng,text
public,LIPS,arktx,text
public,LIPS,lgpbe,text
public,LIPS,vbelv,text
public,LIPS,posnv,text
public,LIPS,vbtyv,text
public,LIPS,vgsys,text
public,LIPS,vgbel,text
public,LIPS,vgpos,text
public,LIPS,upflu,text
public,LIPS,uepos,text
public,LIPS,fkrel,text
public,LIPS,ladgr,text
public,LIPS,tragr,text
public,LIPS,komkz,text
public,LIPS,lgnum,text
public,LIPS,lispl,text
public,LIPS,lgtyp,text
public,LIPS,lgpla,text
public,LIPS,bwtex,text
public,LIPS,bwart,text
public,LIPS,bwlvs,text
public,LIPS,kzdlg,text
public,LIPS,bdart,text
public,LIPS,plart,text
public,LIPS,mtart,text
public,LIPS,xchpf,text
public,LIPS,xchar,text
public,LIPS,vgref,text
public,LIPS,posar,text
public,LIPS,bwtar,text
public,LIPS,sumbd,text
public,LIPS,mtvfp,text
public,LIPS,eannr,text
public,LIPS,gsber,text
public,LIPS,vkbur,text
public,LIPS,vkgrp,text
public,LIPS,vtweg,text
public,LIPS,spart,text
public,LIPS,grkor,text
public,LIPS,fmeng,text
public,LIPS,antlf,text
public,LIPS,vbeaf,text
public,LIPS,vbeav,text
public,LIPS,stafo,text
public,LIPS,wavwr,text
public,LIPS,kzwi1,text
public,LIPS,kzwi2,text
public,LIPS,kzwi3,text
public,LIPS,kzwi4,text
public,LIPS,kzwi5,text
public,LIPS,kzwi6,text
public,LIPS,sobkz,text
public,LIPS,aedat,text
public,LIPS,ean11,text
public,LIPS,kvgr1,text
public,LIPS,kvgr2,text
public,LIPS,kvgr3,text
public,LIPS,kvgr4,text
public,LIPS,kvgr5,text
public,LIPS,mvgr1,text
public,LIPS,mvgr2,text
public,LIPS,mvgr3,text
public,LIPS,mvgr4,text
public,LIPS,mvgr5,text
public,LIPS,vpzuo,text
public,LIPS,vgtyp,text
public,LIPS,rfvgtyp,text
public,LIPS,kostl,text
public,LIPS,kokrs,text
public,LIPS,paobjnr,text
public,LIPS,prctr,text
public,LIPS,PS_PSP_PNR,text
public,LIPS,aufnr,text
public,LIPS,posnr_pp,text
public,LIPS,kdauf,text
public,LIPS,kdpos,text
public,LIPS,vpmat,text
public,LIPS,vpwrk,text
public,LIPS,prbme,text
public,LIPS,umref,text
public,LIPS,knttp,text
public,LIPS,kzvbr,text
public,LIPS,fipos,text
public,LIPS,fistl,text
public,LIPS,geber,text
public,LIPS,pckpf,text
public,LIPS,bedar_lf,text
public,LIPS,cmpnt,text
public,LIPS,kcmeng,text
public,LIPS,kcbrgew,text
public,LIPS,kcntgew,text
public,LIPS,kcvolum,text
public,LIPS,uecha,text
public,LIPS,cuobj,text
public,LIPS,CUOBJ_CH,text
public,LIPS,anzsn,text
public,LIPS,serail,text
public,LIPS,kcgewei,text
public,LIPS,kcvoleh,text
public,LIPS,sernr,text
public,LIPS,abrli,text
public,LIPS,abart,text
public,LIPS,abrvw,text
public,LIPS,qplos,text
public,LIPS,qtlos,text
public,LIPS,nachl,text
public,LIPS,magrv,text
public,LIPS,objko,text
public,LIPS,objpo,text
public,LIPS,aeskd,text
public,LIPS,shkzg,text
public,LIPS,prosa,text
public,LIPS,uepvw,text
public,LIPS,empst,text
public,LIPS,abtnr,text
public,LIPS,koqui,text
public,LIPS,stadat,text
public,LIPS,aktnr,text
public,LIPS,KNUMH_CH,text
public,LIPS,prefe,text
public,LIPS,exart,text
public,LIPS,clint,text
public,LIPS,chmvs,text
public,LIPS,abeln,text
public,LIPS,abelp,text
public,LIPS,lfimg_flo,text
public,LIPS,lgmng_flo,text
public,LIPS,kcmeng_flo,text
public,LIPS,kzumw,text
public,LIPS,kmpmg,text
public,LIPS,aurel,text
public,LIPS,kpein,text
public,LIPS,kmein,text
public,LIPS,netpr,text
public,LIPS,netwr,text
public,LIPS,kowrr,text
public,LIPS,kzbew,text
public,LIPS,mfrgr,text
public,LIPS,chhpv,text
public,LIPS,abfor,text
public,LIPS,abges,text
public,LIPS,mbuhr,text
public,LIPS,wktnr,text
public,LIPS,wktps,text
public,LIPS,J_1BCFOP,text
public,LIPS,J_1BTAXLW1,text
public,LIPS,J_1BTAXLW2,text
public,LIPS,J_1BTXSDC,text
public,LIPS,situa,text
public,LIPS,rsnum,text
public,LIPS,rspos,text
public,LIPS,rsart,text
public,LIPS,kannr,text
public,LIPS,kzfme,text
public,LIPS,profl,text
public,LIPS,kcmengvme,text
public,LIPS,kcmengvmef,text
public,LIPS,kzbws,text
public,LIPS,pspnr,text
public,LIPS,eprio,text
public,LIPS,rules,text
public,LIPS,kzbef,text
public,LIPS,mprof,text
public,LIPS,ematn,text
public,LIPS,lgbzo,text
public,LIPS,handle,text
public,LIPS,verurpos,text
public,LIPS,lifexpos,text
public,LIPS,noatp,text
public,LIPS,nopck,text
public,LIPS,rblvs,text
public,LIPS,berid,text
public,LIPS,bestq,text
public,LIPS,umbsq,text
public,LIPS,ummat,text
public,LIPS,umwrk,text
public,LIPS,umlgo,text
public,LIPS,umcha,text
public,LIPS,umbar,text
public,LIPS,umsok,text
public,LIPS,sonum,text
public,LIPS,usonu,text
public,LIPS,akkur,text
public,LIPS,akmng,text
public,LIPS,vkgru,text
public,LIPS,SHKZG_UM,text
public,LIPS,insmk,text
public,LIPS,kzech,text
public,LIPS,flgwm,text
public,LIPS,berkz,text
public,LIPS,hupos,text
public,LIPS,nowab,text
public,LIPS,konto,text
public,LIPS,kzear,text
public,LIPS,hsdat,text
public,LIPS,vfdat,text
public,LIPS,lfgja,text
public,LIPS,lfbnr,text
public,LIPS,lfpos,text
public,LIPS,grund,text
public,LIPS,fobwa,text
public,LIPS,dlvtp,text
public,LIPS,exbwr,text
public,LIPS,bpmng,text
public,LIPS,exvkw,text
public,LIPS,cmpre_flt,text
public,LIPS,kzpod,text
public,LIPS,lfdez,text
public,LIPS,umrev,text
public,LIPS,podrel,text
public,LIPS,kzuml,text
public,LIPS,fkber,text
public,LIPS,grant_nbr,text
public,LIPS,kzwso,text
public,LIPS,gmcontrol,text
public,LIPS,posting_change,text
public,LIPS,UM_PS_PSP_PNR,text
public,LIPS,pre_vl_etens,text
public,LIPS,spe_gen_elikz,text
public,LIPS,spe_scrap_ind,text
public,LIPS,spe_auth_number,text
public,LIPS,spe_inspout_guid,text
public,LIPS,spe_follow_up,text
public,LIPS,spe_exp_date_ext,text
public,LIPS,spe_exp_date_int,text
public,LIPS,spe_auth_complet,text
public,LIPS,ormng,text
public,LIPS,spe_atp_tmstmp,text
public,LIPS,spe_orig_sys,text
public,LIPS,spe_lieffz,text
public,LIPS,spe_imwrk,text
public,LIPS,spe_lifexpos2,text
public,LIPS,spe_except_code,text
public,LIPS,spe_keep_qty,text
public,LIPS,spe_alternate,text
public,LIPS,spe_mat_subst,text
public,LIPS,spe_struc,text
public,LIPS,spe_apo_qntyfac,text
public,LIPS,spe_apo_qntydiv,text
public,LIPS,spe_herkl,text
public,LIPS,spe_bxp_date_ext,text
public,LIPS,spe_version,text
public,LIPS,spe_compl_mvt,text
public,LIPS,J_1BTAXLW4,text
public,LIPS,J_1BTAXLW5,text
public,LIPS,J_1BTAXLW3,text
public,LIPS,budget_pd,text
public,LIPS,kbnkz,text
public,LIPS,farr_reltype,text
public,LIPS,sitkz,text
public,LIPS,sgt_rcat,text
public,LIPS,sgt_scat,text
public,LIPS,fsh_season_year,text
public,LIPS,fsh_season,text
public,LIPS,fsh_collection,text
public,LIPS,fsh_theme,text
public,LIPS,fsh_kvgr6,text
public,LIPS,fsh_kvgr7,text
public,LIPS,fsh_kvgr8,text
public,LIPS,fsh_kvgr9,text
public,LIPS,fsh_kvgr10,text
public,LIPS,fsh_vas_rel,text
public,LIPS,fsh_vas_prnt_id,text
public,LIPS,fsh_transaction,text
public,LIPS,fsh_item_group,text
public,LIPS,fsh_item,text
public,LIPS,fsh_rsnum,text
public,LIPS,fsh_rspos,text
public,LIPS,cons_order,text
public,LIPS,wrf_charstc1,text
public,LIPS,wrf_charstc2,text
public,LIPS,wrf_charstc3,text
public,LSEG,mandt,text
public,LSEG,lgnum,text
public,LSEG,lbeln,text
public,LSEG,lbpos,text
public,LSEG,matnr,text
public,LSEG,werks,text
public,LSEG,lgort,text
public,LSEG,charg,text
public,LSEG,bestq,text
public,LSEG,sobkz,text
public,LSEG,sonum,text
public,LSEG,menge,text
public,LSEG,meins,text
public,LSEG,lgtyp,text
public,LSEG,lgpla,text
public,LSEG,bwart,text
public,LSEG,bdatu,text
public,LSEG,bzeit,text
public,LSEG,lvbtp,text
public,LSEG,lvbnr,text
public,LSEG,lvbps,text
public,LSEG,lenum,text
public,LSEG,letyp,text
public,LSEG,xhupf,text
public,LSEG,nostk,text
public,LSEG,ernam,text
public,LSEG,sgt_scat,text
public,MAKT,mandt,text
public,MAKT,matnr,text
public,MAKT,spras,text
public,MAKT,maktx,text
public,MAKT,maktg,text
public,MARA,mandt,text
public,MARA,matnr,text
public,MARA,ersda,text
public,MARA,ernam,text
public,MARA,laeda,text
public,MARA,aenam,text
public,MARA,vpsta,text
public,MARA,pstat,text
public,MARA,lvorm,text
public,MARA,mtart,text
public,MARA,mbrsh,text
public,MARA,matkl,text
public,MARA,bismt,text
public,MARA,meins,text
public,MARA,bstme,text
